id,url,like,like_name,input_url,warning,warning_code,error
ismail-aydem1r,https://www.linkedin.com/in/ismail-aydem1r,"[{""course_link"":""https://www.linkedin.com/learning/cert-prep-giac-security-essentials-gsec?trk=public_profile_recommended-course""},{""course_link"":""https://www.linkedin.com/learning/sscp-cert-prep-7-systems-and-application-security-16423986?trk=public_profile_recommended-course""},{""course_link"":""https://www.linkedin.com/learning/palo-alto-networks-cybersecurity-fundamentals-3-security-solutions?trk=public_profile_recommended-course""}]","[""Cert Prep: GIAC Security Essentials (GSEC)"",""SSCP Cert Prep: 7 Systems and Application Security"",""Palo Alto Networks Cybersecurity Fundamentals: 3 Security Solutions""]",https://www.linkedin.com/in/ismail-aydem1r,,,
thomas-shedd-3680606b,https://www.linkedin.com/in/thomasshedd,"[{""course_link"":""https://www.linkedin.com/learning/overcome-the-productivity-perception-gap-as-a-manager?trk=public_profile_recommended-course""},{""course_link"":""https://www.linkedin.com/learning/how-leaders-drive-results-and-resolve-conflict-in-a-hybrid-workplace?trk=public_profile_recommended-course""},{""course_link"":""https://www.linkedin.com/learning/test-automation-with-python-8-additional-appium-features?trk=public_profile_recommended-course""}]","[""Overcome The Productivity Perception Gap as a Manager"",""How Leaders Drive Results and Resolve Conflict in a Hybrid Workplace"",""Test Automation with Python: 8 Additional Appium Features""]",https://www.linkedin.com/in/thomas-shedd-3680606b,,,
mert-karakas-6443496,https://www.linkedin.com/in/mert-karakas-6443496,"[{""course_link"":""https://www.linkedin.com/learning/introduction-to-artificial-intelligence?trk=public_profile_recommended-course""},{""course_link"":""https://www.linkedin.com/learning/training-neural-networks-in-c-plus-plus-22661958?trk=public_profile_recommended-course""},{""course_link"":""https://www.linkedin.com/learning/applied-machine-learning-ensemble-learning?trk=public_profile_recommended-course""}]","[""Introduction to Artificial Intelligence"",""Training Neural Networks in C++"",""Applied Machine Learning: Ensemble Learning""]",https://www.linkedin.com/in/mert-karakas-6443496,,,
bharadwajkrishnamurthy,https://www.linkedin.com/in/bharadwajkrishnamurthy,"[{""course_link"":""https://www.linkedin.com/learning/linux-performance-tuning?trk=public_profile_recommended-course""},{""course_link"":""https://www.linkedin.com/learning/linux-device-drivers?trk=public_profile_recommended-course""},{""course_link"":""https://www.linkedin.com/learning/learning-javascript-debugging-2?trk=public_profile_recommended-course""}]","[""Linux Performance Tuning"",""Linux Device Drivers"",""Learning JavaScript Debugging""]",https://www.linkedin.com/in/bharadwajkrishnamurthy,,,
anna-chystiakova-15563247,https://www.linkedin.com/in/anna-chystiakova,"[{""course_link"":""https://www.linkedin.com/learning/sql-for-statistics-essential-training?trk=public_profile_recommended-course""},{""course_link"":""https://www.linkedin.com/learning/11-useful-tips-for-regression-analysis?trk=public_profile_recommended-course""},{""course_link"":""https://www.linkedin.com/learning/nlp-with-quanteda-r?trk=public_profile_recommended-course""}]","[""SQL for Statistics Essential Training"",""11 Useful Tips for Regression Analysis"",""NLP with Quanteda R""]",https://www.linkedin.com/in/anna-chystiakova-15563247,,,
jonathan-shuai-a19508126,https://www.linkedin.com/in/jonathan-shuai-a19508126,"[{""course_link"":""https://www.linkedin.com/learning/machine-learning-and-ai-foundations-clustering-and-association?trk=public_profile_recommended-course""},{""course_link"":""https://www.linkedin.com/learning/supervised-learning-essential-training?trk=public_profile_recommended-course""},{""course_link"":""https://www.linkedin.com/learning/transitioning-into-machine-learning-engineering?trk=public_profile_recommended-course""}]","[""Machine Learning and AI Foundations: Clustering and Association"",""Supervised Learning Essential Training"",""Transitioning into Machine Learning Engineering""]",https://www.linkedin.com/in/jonathan-shuai-a19508126,,,
jose-madrid-0886835,https://www.linkedin.com/in/jose-madrid-0886835,"[{""course_link"":""https://www.linkedin.com/learning/agile-change-management-for-manufacturers?trk=public_profile_recommended-course""},{""course_link"":""https://www.linkedin.com/learning/comptia-a-plus-core-1-220-1101-cert-prep-3-core-hardware?trk=public_profile_recommended-course""},{""course_link"":""https://www.linkedin.com/learning/debugging-c-code?trk=public_profile_recommended-course""}]","[""Agile Change Management for Manufacturers"",""CompTIA A+ Core 1 (220-1101) Cert Prep: 3 Core Hardware"",""Debugging C Code""]",https://www.linkedin.com/in/jose-madrid-0886835,,,
matthew-labarge-a1278415,https://www.linkedin.com/in/matthew-labarge-a1278415,"[{""course_link"":""https://www.linkedin.com/learning/learning-nuget?trk=public_profile_recommended-course""},{""course_link"":""https://www.linkedin.com/learning/visual-studio-code-for-dot-net-developers?trk=public_profile_recommended-course""},{""course_link"":""https://www.linkedin.com/learning/introducing-visual-studio?trk=public_profile_recommended-course""}]","[""Learning NuGet"",""Visual Studio Code for .NET Developers"",""Introducing Visual Studio""]",https://www.linkedin.com/in/matthew-labarge-a1278415,,,
jasonbgamedev,https://www.linkedin.com/in/jasonbgamedev,"[{""course_link"":""https://www.linkedin.com/learning/react-cloud-powered-apps-with-firebase?trk=public_profile_recommended-course""},{""course_link"":""https://www.linkedin.com/learning/c-sharp-cross-platform-development?trk=public_profile_recommended-course""},{""course_link"":""https://www.linkedin.com/learning/2d-game-design-and-development-essential-training?trk=public_profile_recommended-course""}]","[""React: Cloud-Powered Apps with Firebase"",""C# Cross-Platform Development"",""2D Game Design and Development Essential Training""]",https://www.linkedin.com/in/jasonbgamedev,,,
brian-gill-b17768a2,https://www.linkedin.com/in/brian-gill-b17768a2,[],[],https://www.linkedin.com/in/brian-gill-b17768a2,,,
greg-greenway-6a1ba861,https://www.linkedin.com/in/greg-greenway-6a1ba861,"[{""course_link"":""https://www.linkedin.com/learning/linux-device-drivers?trk=public_profile_recommended-course""},{""course_link"":""https://www.linkedin.com/learning/javascript-on-the-go-async?trk=public_profile_recommended-course""},{""course_link"":""https://www.linkedin.com/learning/learning-javascript-debugging-2?trk=public_profile_recommended-course""}]","[""Linux Device Drivers"",""JavaScript on the Go: Async"",""Learning JavaScript Debugging""]",https://www.linkedin.com/in/greg-greenway-6a1ba861,,,
jatinderbajwa,https://www.linkedin.com/in/jatinderbajwa,[],[],https://www.linkedin.com/in/jatinderbajwa,,,
rb-hooks-iii-2032128,https://www.linkedin.com/in/rbhooks,"[{""course_link"":""https://www.linkedin.com/learning/vmware-vsphere-7-professional-02-storage?trk=public_profile_recommended-course""},{""course_link"":""https://www.linkedin.com/learning/vsphere-7-foundations-3-configure-and-manage-vsphere-7-storage?trk=public_profile_recommended-course""},{""course_link"":""https://www.linkedin.com/learning/vsphere-6-7-foundations-storage?trk=public_profile_recommended-course""}]","[""VMware vSphere 7 Professional: 02 Storage"",""vSphere 7: Foundations 3: Configure and Manage vSphere 7 Storage"",""vSphere 6.7 Foundations: Storage""]",https://www.linkedin.com/in/rb-hooks-iii-2032128,,,
mnkatwala,https://www.linkedin.com/in/mnkatwala,[],[],https://www.linkedin.com/in/mnkatwala,,,
jake-mendiola-698543208,https://www.linkedin.com/in/jake-mendiola-698543208,[],[],https://www.linkedin.com/in/jake-mendiola-698543208,,,
caren-jerome,https://www.linkedin.com/in/caren-jerome,"[{""course_link"":""https://www.linkedin.com/learning/linkedin-learning-highlights-data-science-and-analytics?trk=public_profile_recommended-course""},{""course_link"":""https://www.linkedin.com/learning/full-stack-deep-learning-with-python?trk=public_profile_recommended-course""},{""course_link"":""https://www.linkedin.com/learning/advanced-nlp-with-python-for-machine-learning?trk=public_profile_recommended-course""}]","[""LinkedIn Learning Highlights: Data Science and Analytics"",""Full-Stack Deep Learning with Python"",""Advanced NLP with Python for Machine Learning""]",https://www.linkedin.com/in/caren-jerome,,,
vivekkumar2000,https://www.linkedin.com/in/vivekkumar2000,"[{""course_link"":""https://www.linkedin.com/learning/learning-javascript-debugging-2?trk=public_profile_recommended-course""},{""course_link"":""https://www.linkedin.com/learning/debugging-c-code?trk=public_profile_recommended-course""},{""course_link"":""https://www.linkedin.com/learning/introducing-semantic-kernel-building-ai-based-apps?trk=public_profile_recommended-course""}]","[""Learning JavaScript Debugging"",""Debugging C Code"",""Introducing Semantic Kernel: Building AI-Based Apps""]",https://www.linkedin.com/in/vivekkumar2000,,,
apoorva-tamaskar-8a7988113,https://www.linkedin.com/in/apoorva-tamaskar,"[{""course_link"":""https://www.linkedin.com/learning/c-sharp-applied-data-structures-23361126?trk=public_profile_recommended-course""},{""course_link"":""https://www.linkedin.com/learning/programming-foundations-data-structures-22859292?trk=public_profile_recommended-course""},{""course_link"":""https://www.linkedin.com/learning/python-programming-efficiently-2?trk=public_profile_recommended-course""}]","[""C#: Applied Data Structures"",""Programming Foundations: Data Structures"",""Python: Programming Efficiently""]",https://www.linkedin.com/in/apoorva-tamaskar-8a7988113,,,
praveen-acharya-6aba7214,https://www.linkedin.com/in/praveenacharya,"[{""course_link"":""https://www.linkedin.com/learning/java-ee-7-web-services-2?trk=public_profile_recommended-course""},{""course_link"":""https://www.linkedin.com/learning/composable-swiftui-architecture-using-redux-1-introduction?trk=public_profile_recommended-course""},{""course_link"":""https://www.linkedin.com/learning/asp-dot-net-core-middleware?trk=public_profile_recommended-course""}]","[""Java EE 7: Web Services"",""Composable SwiftUI Architecture Using Redux: 1 Introduction"",""ASP.NET Core: Middleware""]",https://www.linkedin.com/in/praveen-acharya-6aba7214,,,
sarthak-gupta-b1518829,https://uk.linkedin.com/in/sarthakgupta89,"[{""course_link"":""https://www.linkedin.com/learning/openai-api-vision?trk=public_profile_recommended-course""},{""course_link"":""https://www.linkedin.com/learning/computer-vision-on-the-raspberry-pi-4?trk=public_profile_recommended-course""},{""course_link"":""https://www.linkedin.com/learning/apache-spark-deep-learning-essential-training?trk=public_profile_recommended-course""}]","[""OpenAI API: Vision"",""Computer Vision on the Raspberry Pi 4"",""Apache Spark Deep Learning Essential Training""]",https://www.linkedin.com/in/sarthak-gupta-b1518829,,,
nick-davis-9863877,https://www.linkedin.com/in/nick-davis-9863877,"[{""course_link"":""https://www.linkedin.com/learning/learning-voip-and-unified-communications?trk=public_profile_recommended-course""},{""course_link"":""https://www.linkedin.com/learning/cisco-ccnp-enarsi-v1-1-300-410-cert-prep-1-layer-3-technologies?trk=public_profile_recommended-course""},{""course_link"":""https://www.linkedin.com/learning/cisco-ccnp-collaboration-350-801-clcor-cert-prep-2-cisco-unified-communications-manager-and-gateways?trk=public_profile_recommended-course""}]","[""Learning VoIP and Unified Communications"",""Cisco CCNP ENARSI v1.1 (300-410) Cert Prep: 1 Layer 3 Technologies"",""Cisco CCNP Collaboration 350-801 (CLCOR) Cert Prep: 2 Cisco Unified Communications Manager and Gateways""]",https://www.linkedin.com/in/nick-davis-9863877,,,
khandelwalgunjan,https://www.linkedin.com/in/khandelwalgunjan,"[{""course_link"":""https://www.linkedin.com/learning/building-modern-projects-with-react?trk=public_profile_recommended-course""},{""course_link"":""https://www.linkedin.com/learning/deploying-java-applications-to-aws?trk=public_profile_recommended-course""},{""course_link"":""https://www.linkedin.com/learning/reinventing-the-product-blinkist-summary?trk=public_profile_recommended-course""}]","[""Building Modern Projects with React"",""Deploying Java Applications to AWS"",""Reinventing the Product (Blinkist Summary)""]",https://www.linkedin.com/in/khandelwalgunjan,,,
brandon-neidlinger-111167104,https://www.linkedin.com/in/brandon-neidlinger-111167104,"[{""course_link"":""https://www.linkedin.com/learning/develop-a-high-performance-mindset?trk=public_profile_recommended-course""},{""course_link"":""https://www.linkedin.com/learning/mindset-blinkist-summary?trk=public_profile_recommended-course""},{""course_link"":""https://www.linkedin.com/learning/how-to-stay-goal-focused?trk=public_profile_recommended-course""}]","[""Develop a High-Performance Mindset"",""Mindset (Blinkist Summary)"",""How to Stay Goal-Focused""]",https://www.linkedin.com/in/brandon-neidlinger-111167104,,,
junaid-azad-mohammed-2815171a,https://www.linkedin.com/in/junaid-azad-mohammed-2815171a,"[{""course_link"":""https://www.linkedin.com/learning/practice-it-java-arrays?trk=public_profile_recommended-course""},{""course_link"":""https://www.linkedin.com/learning/jakarta-ee-servlets?trk=public_profile_recommended-course""},{""course_link"":""https://www.linkedin.com/learning/java-for-all-platforms-desktop-web-and-mobile-development?trk=public_profile_recommended-course""}]","[""Practice It: Java Arrays"",""Jakarta EE Servlets"",""Java for All Platforms: Desktop, Web, and Mobile Development""]",https://www.linkedin.com/in/junaid-azad-mohammed-2815171a,,,
sharjeelqureshi,https://www.linkedin.com/in/sharjeelqureshi,"[{""course_link"":""https://www.linkedin.com/learning/netops-devops-for-network-engineers-automating-networks?trk=public_profile_recommended-course""},{""course_link"":""https://www.linkedin.com/learning/getting-started-with-technology-think-like-an-engineer?trk=public_profile_recommended-course""},{""course_link"":""https://www.linkedin.com/learning/python-programming-efficiently-2?trk=public_profile_recommended-course""}]","[""NetOps (DevOps for Network Engineers): Automating Networks"",""Getting Started with Technology: Think Like an Engineer"",""Python: Programming Efficiently""]",https://www.linkedin.com/in/sharjeelqureshi,,,
amirali-shayan,https://www.linkedin.com/in/amirali-shayan,"[{""course_link"":""https://www.linkedin.com/learning/demystifying-audio-synthesis-beyond-the-basics?trk=public_profile_recommended-course""},{""course_link"":""https://www.linkedin.com/learning/learning-modular-synthesis-eurorack-expansion?trk=public_profile_recommended-course""},{""course_link"":""https://www.linkedin.com/learning/learning-verilog-for-fpga-development?trk=public_profile_recommended-course""}]","[""Demystifying Audio Synthesis: Beyond The Basics"",""Learning Modular Synthesis: Eurorack Expansion"",""Learning Verilog for FPGA Development""]",https://www.linkedin.com/in/amirali-shayan,,,
bhavana-sudharshan-b808781b,https://www.linkedin.com/in/bhavana-sudharshan,"[{""course_link"":""https://www.linkedin.com/learning/advanced-spring-effective-integration-testing-with-spring-boot?trk=public_profile_recommended-course""},{""course_link"":""https://www.linkedin.com/learning/learning-spring-with-spring-boot-13886371?trk=public_profile_recommended-course""},{""course_link"":""https://www.linkedin.com/learning/continuous-integration-tools-20202338?trk=public_profile_recommended-course""}]","[""Advanced Spring: Effective Integration Testing with Spring Boot"",""Learning Spring with Spring Boot"",""Continuous Integration: Tools""]",https://www.linkedin.com/in/bhavana-sudharshan-b808781b,,,
sswilley,https://www.linkedin.com/in/sswilley,"[{""course_link"":""https://www.linkedin.com/learning/learning-testng?trk=public_profile_recommended-course""},{""course_link"":""https://www.linkedin.com/learning/learning-fpga-development?trk=public_profile_recommended-course""},{""course_link"":""https://www.linkedin.com/learning/nano-tips-for-building-a-career-in-cybersecurity?trk=public_profile_recommended-course""}]","[""Learning TestNG"",""Learning FPGA Development"",""Nano Tips For Building a Career in Cybersecurity""]",https://www.linkedin.com/in/sswilley,,,
samira-m-kashani-44a6a99b,https://www.linkedin.com/in/samira-m-kashani-44a6a99b,"[{""course_link"":""https://www.linkedin.com/learning/getting-started-as-a-full-stack-web-developer?trk=public_profile_recommended-course""},{""course_link"":""https://www.linkedin.com/learning/linux-device-drivers?trk=public_profile_recommended-course""},{""course_link"":""https://www.linkedin.com/learning/hardware-configuration-for-autocad-revit-and-inventor?trk=public_profile_recommended-course""}]","[""Getting Started as a Full-Stack Web Developer"",""Linux Device Drivers"",""Hardware Configuration for AutoCAD, Revit, and Inventor""]",https://www.linkedin.com/in/samira-m-kashani-44a6a99b,,,
vanshilshah,https://www.linkedin.com/in/vanshilshah,"[{""course_link"":""https://www.linkedin.com/learning/angular-creating-and-hosting-a-full-stack-site?trk=public_profile_recommended-course""},{""course_link"":""https://www.linkedin.com/learning/beginner-s-guide-to-go-protocol-buffer?trk=public_profile_recommended-course""},{""course_link"":""https://www.linkedin.com/learning/building-java-microservices-with-grpc?trk=public_profile_recommended-course""}]","[""Angular: Creating and Hosting a Full-Stack Site"",""Beginner's Guide to Go Protocol Buffer"",""Building Java Microservices with gRPC""]",https://www.linkedin.com/in/vanshilshah,,,
andrewpagtakhan,https://www.linkedin.com/in/andrewpagtakhan,[],[],https://www.linkedin.com/in/andrewpagtakhan,,,
divya-jain-a8bb6338,https://www.linkedin.com/in/jain-divy,"[{""course_link"":""https://www.linkedin.com/learning/coding-exercises-spring?trk=public_profile_recommended-course""},{""course_link"":""https://www.linkedin.com/learning/creating-your-first-spring-boot-microservice?trk=public_profile_recommended-course""},{""course_link"":""https://www.linkedin.com/learning/extending-securing-and-dockerizing-spring-boot-microservices?trk=public_profile_recommended-course""}]","[""Coding Exercises: Spring"",""Creating Your First Spring Boot Microservice"",""Extending, Securing, and Dockerizing Spring Boot Microservices""]",https://www.linkedin.com/in/divya-jain-a8bb6338,,,
yuneeb,https://www.linkedin.com/in/yuneeb,"[{""course_link"":""https://www.linkedin.com/learning/linux-device-drivers?trk=public_profile_recommended-course""},{""course_link"":""https://www.linkedin.com/learning/android-development-essential-training-your-first-app-with-kotlin?trk=public_profile_recommended-course""},{""course_link"":""https://www.linkedin.com/learning/creating-api-documentation?trk=public_profile_recommended-course""}]","[""Linux Device Drivers"",""Android Development Essential Training: Your First App with Kotlin"",""Creating API Documentation""]",https://www.linkedin.com/in/yuneeb,,,
onyemouchechukwu-ahiakwo-34a00067,https://www.linkedin.com/in/onyemouchechukwu-ahiakwo,"[{""course_link"":""https://www.linkedin.com/learning/managing-misconduct-in-the-workplace?trk=public_profile_recommended-course""},{""course_link"":""https://www.linkedin.com/learning/learning-solidworks-pcb?trk=public_profile_recommended-course""},{""course_link"":""https://www.linkedin.com/learning/quantum-computing-fundamentals?trk=public_profile_recommended-course""}]","[""Managing Misconduct in the Workplace"",""Learning SOLIDWORKS PCB"",""Quantum Computing Fundamentals""]",https://www.linkedin.com/in/onyemouchechukwu-ahiakwo-34a00067,,,
pankajnathani,https://www.linkedin.com/in/pankajnathani,"[{""course_link"":""https://www.linkedin.com/learning/parallel-and-concurrent-programming-with-java-1?trk=public_profile_recommended-course""},{""course_link"":""https://www.linkedin.com/learning/parallel-and-concurrent-programming-with-c-plus-plus-part-2?trk=public_profile_recommended-course""},{""course_link"":""https://www.linkedin.com/learning/javascript-async?trk=public_profile_recommended-course""}]","[""Parallel and Concurrent Programming with Java 1"",""Parallel and Concurrent Programming with C++ Part 2"",""JavaScript: Async""]",https://www.linkedin.com/in/pankajnathani,,,
joshua-l-mayfield,https://www.linkedin.com/in/joshua-l-mayfield,"[{""course_link"":""https://www.linkedin.com/learning/linux-device-drivers?trk=public_profile_recommended-course""},{""course_link"":""https://www.linkedin.com/learning/linux-kernels-and-logging-for-system-administration?trk=public_profile_recommended-course""},{""course_link"":""https://www.linkedin.com/learning/c-programming-for-embedded-applications-14537235?trk=public_profile_recommended-course""}]","[""Linux Device Drivers"",""Linux: Kernels and Logging for System Administration"",""C Programming for Embedded Applications""]",https://www.linkedin.com/in/joshua-l-mayfield,,,
william-van-der-laar-85996aa4,https://www.linkedin.com/in/william-van-der-laar,"[{""course_link"":""https://www.linkedin.com/learning/parallel-and-concurrent-programming-with-java-1?trk=public_profile_recommended-course""},{""course_link"":""https://www.linkedin.com/learning/learning-functional-programming-with-javascript-es6-plus?trk=public_profile_recommended-course""},{""course_link"":""https://www.linkedin.com/learning/programming-foundations-programming-for-kids?trk=public_profile_recommended-course""}]","[""Parallel and Concurrent Programming with Java 1"",""Learning Functional Programming with JavaScript ES6+"",""Programming Foundations: Programming for Kids""]",https://www.linkedin.com/in/william-van-der-laar-85996aa4,,,
zachary-zhang-b7386a,https://www.linkedin.com/in/zachary-zhang-b7386a,"[{""course_link"":""https://www.linkedin.com/learning/programming-foundations-apis-and-web-services?trk=public_profile_recommended-course""},{""course_link"":""https://www.linkedin.com/learning/jakarta-web-services?trk=public_profile_recommended-course""},{""course_link"":""https://www.linkedin.com/learning/how-to-fix-bad-agile?trk=public_profile_recommended-course""}]","[""Programming Foundations: APIs and Web Services"",""Jakarta Web Services"",""How to Fix Bad Agile""]",https://www.linkedin.com/in/zachary-zhang-b7386a,,,
rohit-bhelkar-6951189,https://www.linkedin.com/in/rohit-bhelkar-6951189,"[{""course_link"":""https://www.linkedin.com/learning/github-for-data-science-job-seekers?trk=public_profile_recommended-course""},{""course_link"":""https://www.linkedin.com/learning/demystifying-audio-synthesis-beyond-the-basics?trk=public_profile_recommended-course""},{""course_link"":""https://www.linkedin.com/learning/nano-tips-to-speak-up-in-meetings-with-shade-zahrai?trk=public_profile_recommended-course""}]","[""GitHub for Data Science Job Seekers"",""Demystifying Audio Synthesis: Beyond The Basics"",""Nano Tips to Speak Up in Meetings with Shadé Zahrai""]",https://www.linkedin.com/in/rohit-bhelkar-6951189,,,
ilia-bochkarev-54a04b16a,https://www.linkedin.com/in/ilia-bochkarev,"[{""course_link"":""https://www.linkedin.com/learning/agile-software-development?trk=public_profile_recommended-course""},{""course_link"":""https://www.linkedin.com/learning/spring-test-driven-development-with-junit?trk=public_profile_recommended-course""},{""course_link"":""https://www.linkedin.com/learning/practical-test-driven-development-for-java-programmers?trk=public_profile_recommended-course""}]","[""Agile Software Development"",""Spring: Test-Driven Development with JUnit"",""Practical Test-Driven Development for Java Programmers""]",https://www.linkedin.com/in/ilia-bochkarev-54a04b16a,,,
dark-void-977662203,https://www.linkedin.com/in/dark-void-977662203,[],[],https://www.linkedin.com/in/dark-void-977662203,,,
anna-lynette-reyes,https://www.linkedin.com/in/anna-lynette-reyes,"[{""course_link"":""https://www.linkedin.com/learning/implementing-a-data-warehouse-with-sql-server-2022?trk=public_profile_recommended-course""},{""course_link"":""https://www.linkedin.com/learning/complete-guide-to-power-bi-for-data-analysts-by-microsoft-press?trk=public_profile_recommended-course""},{""course_link"":""https://www.linkedin.com/learning/power-bi-data-methods-2019?trk=public_profile_recommended-course""}]","[""Implementing a Data Warehouse with SQL Server 2022"",""Complete Guide to Power BI for Data Analysts by Microsoft Press"",""Power BI Data Methods (2019)""]",https://www.linkedin.com/in/anna-lynette-reyes,,,
anirudh-ganesh95,https://www.linkedin.com/in/anirudh-ganesh95,"[{""course_link"":""https://www.linkedin.com/learning/building-android-apps-with-aws?trk=public_profile_recommended-course""},{""course_link"":""https://www.linkedin.com/learning/android-development-essential-training-your-first-app-with-kotlin?trk=public_profile_recommended-course""},{""course_link"":""https://www.linkedin.com/learning/nlp-with-tidytext-r?trk=public_profile_recommended-course""}]","[""Building Android Apps with AWS"",""Android Development Essential Training: Your First App with Kotlin"",""NLP with Tidytext R""]",https://www.linkedin.com/in/anirudh-ganesh95,,,
qiyu-zhang-15a427136,https://www.linkedin.com/in/qiyu-zhang/en,"[{""course_link"":""https://www.linkedin.com/learning/java-microservices-with-graalvm?trk=public_profile_recommended-course""},{""course_link"":""https://www.linkedin.com/learning/agile-software-development-cloud-architecture?trk=public_profile_recommended-course""},{""course_link"":""https://www.linkedin.com/learning/creating-your-first-spring-boot-microservice?trk=public_profile_recommended-course""}]","[""Java Microservices with GraalVM"",""Agile Software Development: Cloud Architecture"",""Creating Your First Spring Boot Microservice""]",https://www.linkedin.com/in/qiyu-zhang-15a427136,,,
tri-hoang,https://www.linkedin.com/in/tri-hoang,"[{""course_link"":""https://www.linkedin.com/learning/node-js-real-time-web-with-socket-io?trk=public_profile_recommended-course""},{""course_link"":""https://www.linkedin.com/learning/react-creating-and-hosting-a-full-stack-site-15153869?trk=public_profile_recommended-course""},{""course_link"":""https://www.linkedin.com/learning/databases-for-node-js-developers-2?trk=public_profile_recommended-course""}]","[""Node.js: Real-Time Web with Socket.IO"",""React: Creating and Hosting a Full-Stack Site"",""Databases for Node.js Developers""]",https://www.linkedin.com/in/tri-hoang,,,
pavel-mahmud-68433952,https://www.linkedin.com/in/pavelmahmud,"[{""course_link"":""https://www.linkedin.com/learning/wavelet-analysis-concepts-with-wolfram-language?trk=public_profile_recommended-course""},{""course_link"":""https://www.linkedin.com/learning/top-10-skills-for-machine-learning-professionals?trk=public_profile_recommended-course""},{""course_link"":""https://www.linkedin.com/learning/python-programming-efficiently-2?trk=public_profile_recommended-course""}]","[""Wavelet Analysis: Concepts with Wolfram Language"",""Top 10 Skills for Machine Learning Professionals"",""Python: Programming Efficiently""]",https://www.linkedin.com/in/pavel-mahmud-68433952,,,
bo-lyu,https://www.linkedin.com/in/bo-lyu,"[{""course_link"":""https://cn.linkedin.com/learning/the-five-step-creative-process-2?trk=public_profile_recommended-course""},{""course_link"":""https://cn.linkedin.com/learning/tech-on-the-go-ethics-in-ai-19045452?trk=public_profile_recommended-course""},{""course_link"":""https://cn.linkedin.com/learning/agile-software-development-3?trk=public_profile_recommended-course""}]","[""创意五步法"",""科技在路上：人工智能与伦理"",""敏捷式软件开发""]",https://www.linkedin.com/in/bo-lyu,,,
tyler-sudol-3938619b,https://www.linkedin.com/in/tyler-sudol-3938619b,"[{""course_link"":""https://www.linkedin.com/learning/rust-for-java-developers?trk=public_profile_recommended-course""},{""course_link"":""https://www.linkedin.com/learning/functional-programming-with-f-sharp-and-c-sharp-by-microsoft-press?trk=public_profile_recommended-course""},{""course_link"":""https://www.linkedin.com/learning/functional-programming-with-java?trk=public_profile_recommended-course""}]","[""Rust for Java Developers"",""Functional Programming with F# and C# by Microsoft Press"",""Functional Programming with Java""]",https://www.linkedin.com/in/tyler-sudol-3938619b,,,
jindongh,https://www.linkedin.com/in/jindongh,"[{""course_link"":""https://www.linkedin.com/learning/debugging-c-code?trk=public_profile_recommended-course""},{""course_link"":""https://www.linkedin.com/learning/building-skills-with-semantic-kernel?trk=public_profile_recommended-course""},{""course_link"":""https://www.linkedin.com/learning/cisco-devnet-associate-200-901-cert-prep-1-software-development-and-design?trk=public_profile_recommended-course""}]","[""Debugging C Code"",""Building Skills with Semantic Kernel"",""Cisco DevNet Associate (200-901) Cert Prep 1: Software Development and Design""]",https://www.linkedin.com/in/jindongh,,,
venu-bommineni-a1b73423,https://www.linkedin.com/in/venu-bommineni-a1b73423,"[{""course_link"":""https://www.linkedin.com/learning/microsoft-sql-server-2016-essential-training?trk=public_profile_recommended-course""},{""course_link"":""https://www.linkedin.com/learning/microsoft-sql-server-2016-query-data?trk=public_profile_recommended-course""},{""course_link"":""https://www.linkedin.com/learning/advanced-microservices-tactical-forking?trk=public_profile_recommended-course""}]","[""Microsoft SQL Server 2016 Essential Training"",""Microsoft SQL Server 2016: Query Data"",""Advanced Microservices: Tactical Forking""]",https://www.linkedin.com/in/venu-bommineni-a1b73423,,,
matthewbfrank,https://www.linkedin.com/in/matthewbfrank,"[{""course_link"":""https://www.linkedin.com/learning/learning-modular-synthesis-eurorack-expansion?trk=public_profile_recommended-course""},{""course_link"":""https://www.linkedin.com/learning/mandolin-lessons-3-simplifying-difficult-tunes?trk=public_profile_recommended-course""},{""course_link"":""https://www.linkedin.com/learning/learning-modular-synthesis?trk=public_profile_recommended-course""}]","[""Learning Modular Synthesis: Eurorack Expansion"",""Mandolin Lessons: 3 Simplifying Difficult Tunes"",""Learning Modular Synthesis""]",https://www.linkedin.com/in/matthewbfrank,,,
juanpiad,https://www.linkedin.com/in/juanpiad,"[{""course_link"":""https://www.linkedin.com/learning/cloud-native-development-using-java-with-eclipse-microprofile-21972587?trk=public_profile_recommended-course""},{""course_link"":""https://www.linkedin.com/learning/installing-and-running-ruby-on-rails-6?trk=public_profile_recommended-course""},{""course_link"":""https://www.linkedin.com/learning/ruby-on-rails-5-essential-training?trk=public_profile_recommended-course""}]","[""Cloud-Native Development Using Java with Eclipse MicroProfile"",""Installing and Running Ruby on Rails 6"",""Ruby on Rails 5 Essential Training""]",https://www.linkedin.com/in/juanpiad,,,
julio-perez-930b0767,https://www.linkedin.com/in/julio-perez-930b0767,"[{""course_link"":""https://www.linkedin.com/learning/deploying-scalable-machine-learning-for-data-science?trk=public_profile_recommended-course""},{""course_link"":""https://www.linkedin.com/learning/android-studio-essential-training-14266841?trk=public_profile_recommended-course""},{""course_link"":""https://www.linkedin.com/learning/linux-system-engineer-kernel-tuning-and-remote-logging?trk=public_profile_recommended-course""}]","[""Deploying Scalable Machine Learning for Data Science"",""Android Studio Essential Training"",""Linux System Engineer: Kernel Tuning and Remote Logging""]",https://www.linkedin.com/in/julio-perez-930b0767,,,
